City,Datetime,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Bangalore,22-12-2023,213.5,424.4,149.8,32.1,150.7,10.3,6.06,95,57.8,2.59,2.47,3.58,264.5,Good
Delhi,23-12-2023,73.6,348.4,66.7,144.3,185.2,22.5,4.52,46.5,177.6,1.37,0.7,7.47,134,Poor
Mumbai,23-12-2023,198.3,347.5,191.2,133.6,142,0.5,5.85,78.7,74.8,19.88,6.72,8.57,111.8,Very Poor
Chennai,23-12-2023,344.9,508.5,66.5,126.1,15.9,5.6,5.28,97.3,43,14.91,1.75,1.49,127.1,Good
Kolkata,23-12-2023,436.4,101.1,23.4,141,208.7,2.9,2.26,50.9,9.2,12.95,23.28,5.91,48.7,Severe
Bangalore,23-12-2023,417.7,113.5,90.9,16.3,17.7,36.5,7.18,97.2,97.7,8.32,9.86,9.43,74.8,Good
Delhi,24-12-2023,56,505.1,13.4,11.8,70.8,5.5,5.83,24.2,141.5,4.21,5.76,9.16,139.5,Moderate
Mumbai,24-12-2023,56.1,465.2,40.7,120.2,69.9,5.1,5.88,80.1,173.2,0.2,10.98,9.38,382.7,Severe
Chennai,24-12-2023,487.3,35.8,198,72,174.1,44.6,6.59,72.7,107.4,0.06,14.28,0.56,182.7,Poor
Kolkata,24-12-2023,122.5,109.8,29.2,30.6,55.6,28.6,1.34,21.6,123.4,15.71,1.06,2.55,439.9,Very Poor
Bangalore,24-12-2023,351.1,225.1,198.8,31.4,115.8,47.6,4.97,11.3,196.9,2.74,6.03,8.22,46.1,Very Poor
Delhi,25-12-2023,104.7,567,163.3,23.7,167.3,16.3,1.15,67.1,28.3,6.87,14.41,9.6,369.2,Satisfactory
Mumbai,25-12-2023,130.1,342.7,130.1,104.8,175.3,48,6.11,0.3,92.5,18.96,23.74,3.01,144.2,Moderate
Chennai,25-12-2023,6.1,197.9,33.5,48.6,95.8,7.3,9.82,85.3,63.4,1.84,26.45,9.27,419.3,Poor
Kolkata,25-12-2023,247.1,471.6,55,110.7,201.7,37.9,6.14,10.1,4,12.07,28.91,4.42,207.9,Poor
Bangalore,25-12-2023,50.3,171.2,89.5,79.9,59.1,37.8,9.16,72.9,99.2,2.66,13.75,5.29,466.9,Severe
Delhi,26-12-2023,432.1,380.7,27.2,137.9,217.7,49,0.69,94.7,117.2,9.62,0.44,5.55,159.9,Moderate
Mumbai,26-12-2023,81.5,394.7,128.4,68.3,105.9,23.8,4.79,12.4,126.3,3.51,27.62,9.67,489.1,Good
Chennai,26-12-2023,475.1,399.8,79.1,49.9,197.5,38.6,7.75,19.3,51.9,0.6,11.34,7.97,28,Very Poor
Kolkata,26-12-2023,220.6,89,114.5,8.7,106.7,25.6,0.94,91.9,28.1,18.4,13.51,8.25,437.5,Good
Bangalore,26-12-2023,236.5,176.4,130,63.3,13.9,11.4,4.55,5.9,186.4,3.3,21.31,8.95,483.5,Poor
Delhi,27-12-2023,57.2,599.4,47.5,139,111.4,36.4,1.32,88.7,159.6,2.18,5.98,8.78,356.8,Severe
Mumbai,27-12-2023,349.1,188.6,135.4,124,122.9,4.9,3.63,3.1,78.8,1.81,10.22,7.37,150.3,Moderate
Chennai,27-12-2023,132.5,342.2,69.3,57.8,174.4,18.3,6.38,97.6,137.3,2.47,20.51,4.39,100.3,Good
Kolkata,27-12-2023,125.9,523.8,169.6,111.3,208.3,38.3,7.54,17.3,62.1,15.95,16.33,7.39,476.5,Poor
Bangalore,27-12-2023,406.9,588.9,55.6,14.6,78.3,23.2,1.79,81.5,99.9,7.26,28.55,3.73,260.5,Satisfactory
Delhi,28-12-2023,458.4,458.7,167.7,90,87.7,49.1,3.38,74.7,148.6,18.72,4.32,7.29,476.2,Severe
Mumbai,28-12-2023,107.1,172.6,55.6,130,220.9,5.6,7.36,56.4,95.7,13.77,14.84,8.23,16.7,Moderate
Chennai,28-12-2023,322.4,572.9,146.2,86.1,218.3,1.9,8.36,94.1,140.7,15.47,27.09,9.33,208.8,Satisfactory
Kolkata,28-12-2023,159.1,307.6,136.3,20.8,125.1,17.3,0.03,43.2,189.4,13.67,0.43,9.64,250.7,Moderate
Bangalore,28-12-2023,172.3,201.7,173.1,21.1,59.9,21.8,2.93,83.4,193,14.18,13.97,4.05,386,Very Poor
Delhi,29-12-2023,317.9,163,22.4,29.7,178.5,16.1,5.1,1.9,31.7,3.04,12.94,4.17,440.4,Very Poor
Mumbai,29-12-2023,285.5,368.7,8.4,72.9,233.1,18.1,5.83,33.8,161,7.31,28.94,5.9,63.6,Moderate
Chennai,29-12-2023,93.5,522.1,70.7,112.8,91.9,31.7,5.69,35.9,140.9,4.84,29,0.62,199.1,Severe
Kolkata,29-12-2023,133.8,378,137.5,86.5,41.8,13,3.25,39.3,160.4,2.28,14.53,6.61,328.9,Good
Bangalore,29-12-2023,307.5,406.6,171.4,57.6,13.2,2.8,5.51,12.7,8.8,18.33,22.95,6.49,60.5,Very Poor
Delhi,30-12-2023,299.7,235.7,21.1,104.2,204.9,35.5,2.88,33.7,145.7,0.76,1.01,6.92,473.8,Poor
Mumbai,30-12-2023,106.3,502.2,153.5,114,226,1.5,6.04,93.7,54.6,7.09,19.8,5.48,89.9,Satisfactory
Chennai,30-12-2023,5.1,112.2,14.6,68.1,112.9,45.4,4.35,67.1,109.2,1.26,1.53,2.01,313,Good
Kolkata,30-12-2023,358.7,472.3,139.9,37.2,228.8,29.4,1.86,57.6,127,7.87,22.3,7.81,63.6,Poor
Bangalore,30-12-2023,176.8,152.9,145.4,82.2,220.1,43.3,1.01,95.3,127.8,10.88,12.46,4.65,460.8,Poor
Delhi,31-12-2023,194,187.4,75.9,116.7,4.1,0.3,7.02,19.2,85.8,3.43,23.39,7.81,111.3,Poor
Mumbai,31-12-2023,132.5,541.7,195.5,78.9,11.1,24.5,2.28,73.9,18,15.13,23.24,0.6,473.1,Poor
Chennai,31-12-2023,276.7,450.2,145.5,138,34,11.9,6.22,74.6,95.9,12.68,27.56,0.34,196.2,Very Poor
Kolkata,31-12-2023,233.4,329,110.9,28,152.6,36.5,6.93,33.7,128.9,0.03,20.64,2.93,200.4,Poor
Bangalore,31-12-2023,151.9,237.1,68.3,113.4,186.4,8.1,2.17,96.8,194.2,12.1,10.81,4.1,36.6,Satisfactory
Delhi,01-01-2024,475.7,396.7,178,85.5,190.9,11.5,0.5,36,133.3,3.54,28.36,5,342.9,Satisfactory
Mumbai,01-01-2024,94.7,554,195.2,3.3,243.2,3.1,7.38,97.1,38.9,14.64,19.76,1.86,399.3,Moderate
Chennai,01-01-2024,80,208.7,31,24.2,177,37.1,1.39,9.2,1,13.96,11.31,5.19,65.1,Poor
Kolkata,01-01-2024,144,423.4,180.1,53.3,204.5,18.8,9.38,70.5,51.2,7.02,28.26,0.74,79.6,Severe
Bangalore,01-01-2024,76.7,9.1,183.6,78.6,43,6.4,6.44,17.5,66.6,6.16,26.3,0.13,450.4,Moderate
Delhi,02-01-2024,461.8,491.1,69.2,49.8,106.3,17.2,8.82,20.7,91.1,17.9,0.14,2.24,64.9,Very Poor
Mumbai,02-01-2024,249.3,540.5,107.5,81.2,38.4,48.3,5.06,38.7,131.5,1.28,12.13,9.6,498.2,Satisfactory
Chennai,02-01-2024,358.9,375.9,120.2,40.6,162.5,1.4,8.52,54.8,49.1,16.26,20.93,8.03,315.9,Good
Kolkata,02-01-2024,87.8,204.3,73.7,38.3,151.2,9,6.65,5.1,70.1,10.4,7.02,3.11,336.6,Severe
Bangalore,02-01-2024,493.4,419.7,138.1,136.3,193.4,49.5,1.2,54.9,8.8,8.32,26.8,8.55,133.3,Severe
Delhi,03-01-2024,15.2,125.4,133.2,28.2,177.8,45.7,3.46,0.7,57.9,2.09,27.15,1.07,279.9,Severe
Mumbai,03-01-2024,285.9,364.1,188.5,114.6,49.6,15.6,5.34,94.7,184.3,18.56,23.77,5.41,379.6,Very Poor
Chennai,03-01-2024,261.2,174.7,107.5,57.6,204.7,4.5,9.99,44.2,58.5,18.58,21.81,5.82,216,Very Poor
Kolkata,03-01-2024,341.5,426.1,58.9,126.9,128,4,3.29,59.2,93.2,16.54,26,8.62,20,Moderate
Bangalore,03-01-2024,389.1,392,22.7,87.4,156.9,34.1,5.9,94.7,173.5,12.12,14.01,2.36,179.1,Poor
Delhi,04-01-2024,331.2,300.1,164.1,62.2,231.9,47.7,3.93,39.6,158,17.28,19.12,8.16,484.8,Good
Mumbai,04-01-2024,164.4,346.8,116,33.5,114.6,39.2,3.74,19.8,163.8,6.94,10.02,3.67,305.4,Very Poor
Chennai,04-01-2024,32.2,60.8,2.4,108.9,68,28.5,8.99,44.9,100.2,14.4,7.49,1.96,79.9,Moderate
Kolkata,04-01-2024,401.6,85.7,199.6,35.2,80.2,32.3,9.25,33.1,175,2.01,3.11,6.82,479.5,Poor
Bangalore,04-01-2024,226.7,165.3,25.6,137.3,84,1.4,7.21,87.4,135.1,0.02,9.56,6.58,402.9,Moderate
Delhi,05-01-2024,189.7,22.7,163.8,129.9,135.1,34,0.76,16.7,97.8,16.56,12.23,7.82,450.6,Poor
Mumbai,05-01-2024,457,3.7,82.3,60.1,94.8,28.4,3.56,28.2,32,8.84,20.09,6.78,67.8,Moderate
Chennai,05-01-2024,430.6,267,104.9,108.5,147.2,29.4,8.35,18.1,93.1,18.92,9.84,1.52,410,Severe
Kolkata,05-01-2024,168.4,107.5,143,143.2,216.8,0.9,7.99,6,24.6,11.43,7,8.08,219.3,Severe
Bangalore,05-01-2024,198.9,100.3,135.3,82.9,165.6,9.6,1.98,79.2,55.4,9.94,14.39,5.04,142.1,Poor
Delhi,06-01-2024,256.8,425.7,27.7,81.9,64.6,34.1,9.22,29,193,15.17,11.22,2.78,458.9,Good
Mumbai,06-01-2024,453.2,420.7,110.8,44.5,9.4,44.6,9.76,40.2,76.2,9.75,6,9.27,16.4,Severe
Chennai,06-01-2024,345.2,520,17.6,85,119.2,2.2,9.46,87.3,128.7,9.89,15.36,7.46,16.2,Good
Kolkata,06-01-2024,415.5,458.8,154,99.2,249.8,22.8,4.17,12.1,196.6,19.16,16.14,7.81,355.9,Satisfactory
Bangalore,06-01-2024,211.4,336,57.5,149.6,126.5,15,6.22,29.2,108,15.6,11.2,7.05,489.7,Poor
Delhi,07-01-2024,242.9,494.5,47.6,71.9,84.2,21.8,5.86,8.5,159,5.07,20.4,0.63,394.9,Severe
Mumbai,07-01-2024,356.7,437.7,178.1,107.7,22.2,5.7,8.66,53.8,115.3,4.71,1.78,4.8,21.6,Good
Chennai,07-01-2024,104.2,443.9,120.5,116.8,153.9,15.2,8.1,17.1,171.5,1.86,18.82,4.57,478.3,Satisfactory
Kolkata,07-01-2024,240,496,148.5,93.5,26.7,36.9,1.31,51.8,176.2,4.33,18.75,7.29,63.4,Very Poor
Bangalore,07-01-2024,13.7,299.8,69.4,94.9,133.7,48.2,2.84,55.3,49.4,12.67,8.11,6.95,152.9,Very Poor
Delhi,08-01-2024,432.6,189.8,53.7,24.1,170.2,46.8,0.04,38.7,4.6,0.31,12.2,0.4,53.5,Poor
Mumbai,08-01-2024,472.1,529.3,8.9,98.6,12.9,16.6,6.2,1.3,103.7,12.26,20.68,3.89,455.5,Moderate
Chennai,08-01-2024,183,4,68.7,89.4,161,30.7,0.2,43.8,102.3,5.93,28.99,2.97,70.9,Good
Kolkata,08-01-2024,264.7,246.2,3.3,26.3,173.6,3.4,9.79,11.7,89,14.87,12.69,3.79,321.9,Very Poor
Bangalore,08-01-2024,126.1,146.7,67.6,92.8,249.5,39.9,5.33,67.7,95.3,9.72,5.14,2.56,174.5,Very Poor
Delhi,09-01-2024,447.8,501.6,37,125.6,152.1,16.1,9.01,78.8,45.9,16.64,4.67,0.68,406.6,Good
Mumbai,09-01-2024,238.2,491.5,156.1,40,94.4,19.1,7.23,4.6,193.4,7.77,25.64,9.39,98.4,Good
Chennai,09-01-2024,261.2,75.1,84.7,67.9,83.4,5.4,9.72,16.2,121.5,8.29,17.79,7.16,190.3,Satisfactory
Kolkata,09-01-2024,146.6,214.4,166.4,73.1,204.9,42.1,4.53,27,185.2,3.04,28.45,6.98,250.6,Moderate
Bangalore,09-01-2024,16.2,379.8,186.7,57,222.8,21.2,6.56,82.7,170.3,4.22,17.42,1.47,298.8,Severe
Delhi,10-01-2024,334.5,599.8,86.5,73.6,176.3,14.8,0.63,26.1,48.7,8.27,15.7,1.35,174.7,Poor
Mumbai,10-01-2024,272.9,92.3,187.3,124.2,153.8,39,8.66,88.7,128.5,8.68,24.33,5.55,69.1,Satisfactory
Chennai,10-01-2024,409.2,167.4,32,29.2,118.9,23.7,6.26,43.4,101.8,16.36,12.29,8.84,13.8,Poor
Kolkata,10-01-2024,113,299.3,58.3,5,48.4,13.4,4.36,47.7,84.7,10.36,15.99,5.95,45.8,Severe
Bangalore,10-01-2024,54.5,137.8,173.2,86.4,170.4,18.3,5.73,20.9,90.3,6.74,5.76,4.26,117.1,Satisfactory
Delhi,11-01-2024,136.5,586.5,128.3,1.8,13.4,32.3,2.96,59.9,11.5,18.94,14.14,3.02,190.6,Severe
Mumbai,11-01-2024,346.8,329,159.9,63.3,9.2,46.7,9.22,53.3,174,6.07,22.71,8.82,450.2,Very Poor
Chennai,11-01-2024,486,351,68.9,2.9,73.8,46.9,5.16,3.9,91.9,13.38,12.6,9.92,166.2,Satisfactory
Kolkata,11-01-2024,459.7,46.4,153,122.2,94.2,47.8,8.42,55.8,161.4,16.13,17.9,5.69,118.1,Satisfactory
Bangalore,11-01-2024,494,181.5,33.6,58.3,200.9,49.7,8.66,7.2,156.3,19.39,16.5,5.57,6.3,Satisfactory
Delhi,12-01-2024,3.4,40.1,88.5,37.5,186.7,35.8,3.81,81.4,72.1,11.75,25.42,0.55,216.3,Poor
Mumbai,12-01-2024,116.8,493.4,93.8,43.8,182,21.5,0.98,11.4,134.8,0.87,11.29,9.38,442.3,Very Poor
Chennai,12-01-2024,445.6,353.1,128,81.4,46.8,31.9,7.01,26.9,16,16.28,11.23,1.29,470.2,Very Poor
Kolkata,12-01-2024,277.7,402.7,148.8,1.5,105.3,16.1,2.45,94.6,79.1,0.07,23.44,5.42,481.7,Poor
Bangalore,12-01-2024,245.4,139.5,135.4,65.5,8.5,20.1,7.34,87.1,94.1,8.19,4.86,6.68,277,Good
Delhi,13-01-2024,256.2,13.5,20.8,122.8,96.9,3.5,2.75,84.1,52.8,5.36,18.87,9.49,12.6,Moderate
Mumbai,13-01-2024,70.9,312.4,39.1,115,212.9,7.4,5.29,80.1,195.4,5.53,5.86,5.94,222.7,Moderate
Chennai,13-01-2024,308,226.2,18,42.1,114.6,7.7,0.6,96.4,123.5,14.44,2.5,2.77,127.7,Satisfactory
Kolkata,13-01-2024,163.8,243.7,31.4,106.8,185.9,18.9,0.57,56.8,136.5,10.56,9.8,5.99,433.5,Satisfactory
Bangalore,13-01-2024,361.4,450.6,137.8,139,32.1,25.4,0.72,76.5,129,0.23,18.88,6.12,430.4,Poor
Delhi,14-01-2024,244.6,432.5,130.3,35.7,188.4,46.5,3.41,77,29.3,14.74,14.29,1.54,424.4,Very Poor
Mumbai,14-01-2024,325.5,48,140.8,8.1,41.4,14.5,3.11,57.2,32.7,10.07,21.4,3.16,292.1,Very Poor
Chennai,14-01-2024,213.4,137,63.9,26.3,46.7,48.1,3.42,88.4,150.5,4.85,29.69,9.85,398.5,Good
Kolkata,14-01-2024,372.2,153.8,92.7,85.7,3.7,24.3,4.49,26.2,132.7,2.81,26.16,2.03,116.5,Poor
Bangalore,14-01-2024,205.1,191.6,37.2,58.4,191.1,10.6,4.89,86.9,169.6,15.43,18.88,6.74,380.3,Poor
Delhi,15-01-2024,434.7,470.3,139.7,135.6,228.8,37.9,4.94,15,45.7,3.58,29.02,2.84,123.8,Poor
Mumbai,15-01-2024,8.6,93.9,21.8,136.1,36.5,47.5,7.88,57.4,81,11.54,25.68,7.89,297.6,Severe
Chennai,15-01-2024,68.1,287.8,68.8,34.5,169.5,38.1,3.87,83.3,130.9,10.39,10.27,3.81,413.2,Poor
Kolkata,15-01-2024,164.9,72.9,167.3,95.3,199.6,25.4,3.45,95,51.8,19.81,23.58,6.26,108.5,Moderate
Bangalore,15-01-2024,344.5,499.6,78.8,46.1,69.5,45.3,2.84,48.8,78,17.28,8.51,9.2,123,Very Poor
Delhi,16-01-2024,228.1,417.1,61,106.8,214.2,46.6,3.49,69.8,161.6,1.93,8.17,3.33,273.6,Severe
Mumbai,16-01-2024,117.5,475,41.8,77.8,195.8,5.5,1.95,19.7,161.4,9.64,24.39,0.86,113.4,Good
Chennai,16-01-2024,203.9,419.4,91.7,102.6,14.4,16.7,1.62,98.1,48.9,11.13,26.77,3.37,127.4,Good
Kolkata,16-01-2024,303.8,496,81.2,59.3,120.5,42,3,41.7,184.4,7.1,6.82,2.16,236.6,Severe
Bangalore,16-01-2024,447,510.6,14.4,106.2,34.7,14.1,5.84,39.3,136.5,4.7,11.39,8.43,69.8,Moderate
Delhi,17-01-2024,70,93.1,119.2,143,147.4,33.2,5.07,86.6,10.6,14.43,21.58,6.81,349.5,Poor
Mumbai,17-01-2024,435.4,540.7,26.4,58.8,124.4,35.2,7.95,3.7,162.6,19.2,15.67,5.8,396.5,Very Poor
Chennai,17-01-2024,106.4,360.8,52.5,44.8,183.2,39.1,8.54,53.4,39.5,13.75,16.23,6.01,121.6,Very Poor
Kolkata,17-01-2024,430.9,273.2,99.2,22.6,165.5,38,5.53,73.6,165.4,4.28,23.14,8.6,53.3,Good
Bangalore,17-01-2024,25.3,77.9,91.7,4.8,160.4,9.1,1.14,64.7,48.9,18.44,22.79,7.77,446.7,Satisfactory
Delhi,18-01-2024,448.3,543,17,72.8,225.8,46.3,9.72,13.7,31.3,16.61,4.8,8.21,224,Good
Mumbai,18-01-2024,69.1,81.8,155.3,116.5,57.7,44.8,7.35,54.1,171.6,13.46,4.15,1.47,131.2,Moderate
Chennai,18-01-2024,118.6,535.7,117.2,87.4,16.8,30.5,0.7,65.9,66.4,6.78,1.33,3.34,379.7,Severe
Kolkata,18-01-2024,219.3,255.1,150.5,25,17.7,37.5,4.98,52.6,14.9,13.35,13.16,5.54,279.8,Poor
Bangalore,18-01-2024,499.3,101.4,66.4,38,205.5,13.8,6.57,55.9,193.2,15.87,19.93,0.94,374.8,Poor
Delhi,19-01-2024,371.4,35.2,39.6,51.8,217.6,20.8,9.25,77.9,68.8,9.06,14.12,6.83,237.2,Moderate
Mumbai,19-01-2024,305,261,6.6,141.4,134.2,38.2,4.52,7.5,23.4,1.22,6.33,7.48,391.3,Very Poor
Chennai,19-01-2024,481.4,137.6,80.2,105.2,8.4,49.5,9.92,15.6,163.3,4.86,15.21,1.58,401.9,Moderate
Kolkata,19-01-2024,405.8,547,69,132.8,29.4,5.7,7.75,34.2,64.1,12.8,16.94,4.28,100.2,Moderate
Bangalore,19-01-2024,148.9,216.6,152.8,101.6,70,45,3.93,12.7,199,6.49,24.76,0.41,233.6,Moderate
Delhi,20-01-2024,415.1,271.9,48.2,1.9,66.4,28.7,0.11,98.4,160,14.94,24.03,0.12,127.2,Moderate
Mumbai,20-01-2024,127.1,290.9,80.6,41.5,179.2,46.8,4.04,18,150.2,5.83,9.09,8.14,319.3,Good
Chennai,20-01-2024,25.7,87.2,111,19.5,46.1,35.8,9.44,91.5,129.7,17.14,29.23,4.85,363.4,Good
Kolkata,20-01-2024,275.4,303.3,53.7,131.4,41.1,4.9,7.39,92.6,154,16.85,26,3.47,42,Moderate
Bangalore,20-01-2024,215.1,110.7,194.2,132.5,132.5,15.4,1.3,61.1,121.6,1.36,18.34,9.05,11.8,Poor
Delhi,21-01-2024,212.8,302.2,70.2,91.6,215.3,11.8,7.74,30.9,160.8,1.86,5.49,5.37,174.2,Moderate
Mumbai,21-01-2024,22.3,244,6.4,12.1,85.6,6.8,3.14,93.5,13.7,13.19,17.17,5.61,98.4,Moderate
Chennai,21-01-2024,229.8,537.2,148.5,75.9,7.4,14.6,5.72,2.5,90.3,11.5,25.88,5.8,201.3,Severe
Kolkata,21-01-2024,293.7,504.7,32.9,23.8,0.7,39.2,6.8,9.4,165.3,6.13,14.73,4.56,430.1,Severe
Bangalore,21-01-2024,286,424.7,81.7,48.1,58.9,1.8,4.51,94.9,7.3,13.95,1.12,7.87,173,Poor
Delhi,22-01-2024,344.1,61,71.1,19.9,100.1,40.3,2.32,13.2,81.5,19.1,6.64,3.57,44.8,Satisfactory
Mumbai,22-01-2024,295.2,109.3,84.3,42.3,170.7,31.6,5.96,70.8,23.8,18.21,27.42,9.99,215.3,Moderate
Chennai,22-01-2024,80.6,590.7,35.4,97.9,78.8,20.7,4.94,68,40.6,19.71,0.01,7.72,198.1,Satisfactory
Kolkata,22-01-2024,333.8,445.8,145.8,94.1,157.7,32.9,3,40.7,161.4,19.68,11.42,6.55,166,Very Poor
Bangalore,22-01-2024,157.3,119.8,129.7,58,51.4,7.5,6.05,58,7.5,13.13,25.47,1.24,226.6,Moderate
Delhi,23-01-2024,312,560.8,81,115.1,1.5,21.7,1,32.7,3.9,16.07,10.69,4.59,258.8,Moderate
Mumbai,23-01-2024,300.2,468.1,74.7,1.4,23.9,7.5,7.05,84.6,8.5,9.07,22.1,5.28,151,Severe
Chennai,23-01-2024,310.5,497,17.8,47.6,73.6,12.1,1.98,96,40.8,6.32,14.9,6.63,234.5,Severe
Kolkata,23-01-2024,217.6,477.1,190.1,33.8,183.4,26.9,3.85,62.2,92,7.5,0.89,9.37,397.4,Very Poor
Bangalore,23-01-2024,88.3,434.7,128.9,18.3,37.3,11.3,6.82,85,132.2,9.53,15.05,0.24,34.5,Poor
Delhi,24-01-2024,215.7,471.7,42.1,88.7,97.9,33.3,3.84,97.7,141.5,18.93,4.82,8.23,307.3,Satisfactory
Mumbai,24-01-2024,6.2,453.5,140.1,111.3,140.2,5.6,9.27,40.7,16.8,7.28,12.11,7.59,390,Good
Chennai,24-01-2024,20.6,193.6,159.9,95,218.4,29.6,0.08,35.6,35.2,4.62,17.05,1.38,264,Good
Kolkata,24-01-2024,12.5,145.9,8.1,0.8,145.3,49.8,6.78,90.1,138.8,8.36,28.57,8.59,375.5,Good
Bangalore,24-01-2024,233,448.5,42.9,35.8,245,29.8,3.67,62.2,82.9,2.26,18.58,6.87,455,Very Poor
Delhi,25-01-2024,447.5,244.3,165.1,91.3,66.6,25.9,3.75,48.3,146.5,3.26,23.09,3.87,76.6,Good
Mumbai,25-01-2024,218.7,218.3,128.8,42.5,33,39.7,5.84,81.5,91.2,3.25,18.81,9.93,303.8,Good
Chennai,25-01-2024,160.2,350.5,43.2,137,81,9.8,1.72,77.3,113.9,17.16,2.77,9.34,173.4,Severe
Kolkata,25-01-2024,483.6,116.3,177,41,141.5,41.2,1.37,91.7,185.4,6.83,20.67,2.9,250.8,Moderate
Bangalore,25-01-2024,95,296.7,160,62.6,129.5,15.9,5.68,9.2,5,3.67,26.01,5.21,254,Moderate
Delhi,26-01-2024,200.3,592,163.6,7.7,245.7,20.9,6.54,72.6,64.4,4.4,22.92,4.35,298.9,Very Poor
Mumbai,26-01-2024,290.7,177,151.8,29.9,163.2,1.6,2.35,63.4,73.4,10.79,13.25,7.09,367,Severe
Chennai,26-01-2024,418.6,489.5,36,127.8,130.2,15,8.47,35.3,17.1,4.31,4.58,4.2,270.5,Good
Kolkata,26-01-2024,283.3,169.2,191.9,4.4,201.7,18.7,5.35,55.6,28.3,14.55,25.86,7.13,147.8,Moderate
Bangalore,26-01-2024,70.1,61.2,93.4,58.2,235.9,21.6,0.59,87.8,172.5,2.25,26.66,2.32,176,Satisfactory
Delhi,27-01-2024,351.9,376.9,143.4,7,169.5,9.9,4.34,1.3,2.4,6.12,20.75,0.79,88.5,Poor
Mumbai,27-01-2024,81.9,547,195.1,132.6,32,17.9,7.13,62.6,157.5,12.75,21.13,3.81,95.2,Very Poor
Chennai,27-01-2024,70.9,48.1,145.5,48.1,66.5,46.6,4.21,13.1,139.8,9.94,13.55,9.62,479.7,Very Poor
Kolkata,27-01-2024,488.6,182.1,121.1,142.9,216.7,4.2,0.37,55.4,66.6,7.39,14.42,3.41,446.7,Poor
Bangalore,27-01-2024,424.2,107.9,194,123.6,165.7,1,8.18,82.3,174.2,7.07,3.94,8.83,390.5,Moderate
Delhi,28-01-2024,42.4,518.6,93.3,35.6,234.1,7.2,7.59,27.2,171.7,8.76,2.41,0.19,292.9,Poor
Mumbai,28-01-2024,82.5,403.3,174.5,21.9,105.2,36.1,6.58,99.6,127.7,2.04,6.3,0.01,331.9,Severe
Chennai,28-01-2024,408.2,354.1,86.6,146.4,164.3,39.7,1.05,76.5,43.2,11.92,18.03,7.88,109.4,Good
Kolkata,28-01-2024,402.5,69.8,111.6,35.3,36.1,20.5,5,31.9,118.6,11.68,0.04,4.34,478.5,Severe
Bangalore,28-01-2024,83.5,60.5,36.7,99.7,22.5,22.9,2.91,39.8,92.3,15.54,16.23,1.91,98.1,Satisfactory
Delhi,29-01-2024,21.6,320.2,38.8,13.4,163.7,18.2,5.87,61.2,110.1,16.26,14.85,6.55,363,Poor
Mumbai,29-01-2024,410.4,561.4,20.6,98.3,34.7,11.4,7.24,7.8,6.4,7.25,25.04,7.91,410.4,Satisfactory
Chennai,29-01-2024,314.8,10.2,109.2,67.9,32.7,27,9.33,13.3,30,14.56,24.84,5.51,449.7,Satisfactory
Kolkata,29-01-2024,198.4,21.2,112.8,24.7,182,23.7,1.12,73.4,132,7.91,21.54,0.03,400.3,Good
Bangalore,29-01-2024,365.4,476,164.2,149.5,59.6,1.4,9.65,35.2,93.4,2.2,13.99,2.73,251.8,Good
Delhi,30-01-2024,255.4,164.1,106.2,64,68.6,16.1,1.3,4.5,24,16.42,5.39,8.95,117.6,Very Poor
Mumbai,30-01-2024,22.8,169.8,76.1,101.3,175.2,30.1,6.18,73,131.4,13.19,19.89,4.57,442.2,Severe
Chennai,30-01-2024,10.5,138.9,21.2,35.4,91,8.7,5.5,29.1,100.3,14.54,0.34,8.43,479.6,Moderate
Kolkata,30-01-2024,43.7,30.2,74.2,88.8,167.6,47.9,1.94,23.2,2.5,9.99,19.36,2.45,199.7,Satisfactory
Bangalore,30-01-2024,331.2,228.9,84.9,126.1,244.2,26.9,7.71,84.8,0.6,10.24,7.44,8.05,382.3,Satisfactory
Delhi,31-01-2024,160.2,372.8,121.3,102.7,81.9,48.1,9.77,53.4,45.4,11.13,4.95,8.84,412.4,Severe
Mumbai,31-01-2024,145.4,38.4,118.5,35.6,200.1,22.1,2.87,33.2,115.4,11.33,16.94,1.1,276.6,Good
Chennai,31-01-2024,383.2,461.8,74.1,145.6,35,13.8,8.89,87.1,96.6,13.54,22.77,5.78,76.1,Poor
Kolkata,31-01-2024,327.1,587.9,186.1,136.8,57.4,0.7,7.97,24.8,109.9,7.91,15.18,4.21,314.7,Good
Bangalore,31-01-2024,284.7,192.7,179.7,94.8,225.8,27.1,1.92,7.3,57.3,11.33,24.94,2.99,47.4,Severe
Delhi,01-02-2024,154.5,186.1,191.3,63,105.7,40.3,6.76,49.8,79,17.12,20.46,7.98,294.9,Severe
Mumbai,01-02-2024,204.8,161.4,194.6,41.3,62.5,25.5,4.17,36.3,94.9,16,29.56,9.95,386.7,Severe
Chennai,01-02-2024,229.5,350.3,169.3,95.2,81.3,7.2,4.93,65.7,143.3,5.22,14.54,8.82,324.8,Satisfactory
Kolkata,01-02-2024,225.7,302.8,160.9,85.9,216,11.8,9.6,36.8,152.9,9.61,21.32,1.14,453.7,Severe
Bangalore,01-02-2024,234.2,411.2,52.4,111.6,136.8,18.7,0.72,80.3,186.8,8.83,14.85,1.67,484.9,Good
